出发机场,到达机场,航班编号,飞机编号,计划飞行时间,计划起飞时刻,航班月份,计划到达时刻,前序延误,起飞间隔,到达特情,出发特情,出发天气,出发气温,到达天气,到达气温,航空公司,航班性质,飞机延误目标
52,363,8106,46607,1.5833334,3,9,5,0.45842848,4.520488547,0,0,16,0,16,0,37,0,0
226,407,11935,126273,1.5833334,15,10,16,0.45842848,4.520488547,0,0,49,0,87,0,57,0,0
352,385,26575,122434,2,2,9,4,0.45842848,4.520488547,0,0,64,0,25,0,164,1,0
226,315,11574,131391,3,3,11,6,0.45842848,4.520488547,0,0,82,0,62,0,57,0,0
146,123,17392,75,2,2,5,4,0.45842848,4.520488547,0,0,17,0,95,0,83,1,1
302,343,21458,836,2.75,12,5,14,0.45842848,4.520488547,0,0,16,0,33,0,99,1,1
424,380,13122,26409,2.4166667,16,8,18,0.45842848,4.520488547,0,0,16,0,118,0,60,0,0
212,147,16818,2790,2.25,9,5,11,0.45842848,4.520488547,0,0,96,0,44,0,73,1,1
70,380,13060,38780,2.5,16,9,18,0.45842848,4.520488547,0,0,5,0,82,0,60,0,0
373,72,2550,8475,2,8,6,10,0.45842848,4.520488547,0,0,29,0,102,0,28,1,1
144,323,15990,5897,2.5,3,5,6,0.45842848,4.520488547,0,0,22,0,82,0,67,1,1
373,139,25001,7794,5.5833335,23,5,5,0.45842848,4.520488547,0,0,102,0,119,0,128,1,1
423,418,19831,4065,1.4166666,23,5,1,0.45842848,4.520488547,0,0,16,0,44,0,99,1,0
282,107,25750,127924,1.9166666,11,10,13,0.45842848,4.520488547,0,0,0,0,43,0,141,1,0
352,366,16129,7250,1.4166666,11,5,13,0.45842848,4.520488547,0,0,64,0,16,0,67,1,1
380,63,12057,119854,1.6666666,5,9,6,0.45842848,4.520488547,0,0,89,0,44,0,57,0,0
47,163,26957,8537,3.9166667,10,6,14,0.45842848,4.520488547,0,0,125,0,119,0,164,1,1
1,230,11584,122670,0.6666667,3,9,4,0.45842848,4.520488547,0,0,16,0,20,0,57,0,0
373,363,7198,105958,3.25,17,6,20,0.45842848,4.520488547,0,0,129,0,45,0,37,0,0
136,300,14134,67227,0.8333333,2,12,3,0.45842848,4.520488547,0,0,16,0,42,0,62,0,0
1,230,11935,126240,0.6666667,11,10,12,0.45842848,4.520488547,0,1,42,0,49,0,57,0,0
226,24,11638,122711,0.5833333,5,9,6,0.45842848,4.520488547,0,0,20,0,28,0,57,0,0
62,315,15203,6315,2.6666667,11,5,14,0.45842848,4.520488547,0,0,16,0,82,0,67,1,1
295,139,16744,1262,2.5833333,8,5,11,0.45842848,4.520488547,0,0,20,0,119,0,73,1,1
202,63,9415,3802,1.4166666,14,5,15,0.45842848,4.520488547,0,0,42,0,28,0,37,1,0
226,366,11584,117950,3,6,9,9,0.45842848,4.520488547,0,0,102,0,124,0,57,0,0
90,149,16577,8602,2,12,6,14,0.45842848,4.520488547,0,1,117,0,25,0,73,1,1
370,63,27194,121685,2.1666667,0,9,2,0.45842848,4.520488547,0,0,16,0,24,0,164,1,0
0,388,13447,47663,1,16,10,17,0.45842848,4.520488547,0,0,62,0,22,0,60,0,0
370,315,7194,281,3,13,5,16,0.45842848,4.520488547,0,0,16,0,42,0,37,1,1
332,360,299,10679,3.0833333,14,6,17,0.45842848,4.520488547,0,0,64,0,16,0,1,1,1
226,148,11622,124921,2.0833333,7,10,9,0.45842848,4.520488547,0,0,62,0,24,0,57,0,0
1,230,11622,122220,0.6666667,3,9,4,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
89,315,9343,105163,12.083333,9,6,21,0.45842848,4.520488547,1,0,0,0,93,0,37,0,0
299,344,8397,304,2.0833333,14,5,16,0.45842848,4.520488547,0,0,20,0,64,0,37,1,1
370,147,8172,4335,4.5,16,5,21,0.45842848,4.520488547,0,0,5,0,64,0,37,0,1
358,222,23502,6530,3.1666667,7,5,10,0.45842848,4.520488547,0,0,62,0,62,0,101,1,1
1,230,11581,121539,0.6666667,6,9,6,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
1,230,11628,124003,0.6666667,3,10,4,0.45842848,4.520488547,0,0,16,0,22,0,57,0,0
54,51,10102,86158,0.6666667,23,2,0,0.45842848,4.520488547,0,0,0,0,0,0,40,1,0
226,315,11574,132052,3,3,11,6,0.45842848,4.520488547,0,0,24,0,126,0,57,0,0
70,315,4155,660,2.6666667,7,5,9,0.45842848,4.520488547,0,0,16,0,64,0,32,1,1
424,297,24734,6278,1.75,9,5,11,0.45842848,4.520488547,0,0,8,0,62,0,128,1,1
417,450,26740,8886,3.4166667,7,6,10,0.45842848,4.520488547,0,0,75,0,16,0,164,1,1
68,357,6920,20721,1.3333334,16,7,17,0.45842848,4.520488547,0,0,95,0,31,0,37,0,0
22,329,2542,3351,1.0833334,0,5,1,0.45842848,4.520488547,0,0,0,0,0,0,28,1,0
92,197,1438,2173,1,2,5,3,0.45842848,4.520488547,0,0,62,0,0,0,6,1,1
370,232,5837,8756,1.25,2,6,3,0.45842848,4.520488547,0,0,16,0,95,0,37,1,1
368,385,16390,10920,3.25,10,6,13,0.45842848,4.520488547,0,0,16,0,122,0,73,1,1
424,363,18291,46863,1,20,9,21,0.45842848,4.520488547,0,0,76,0,16,0,91,0,0
352,366,16129,3768,1.4166666,11,5,13,0.45842848,4.520488547,0,0,22,0,64,0,67,1,1
56,72,17012,9258,3.25,6,6,10,0.45842848,4.520488547,0,0,62,0,31,0,73,1,1
217,363,22257,32454,1.9166666,14,8,16,0.45842848,4.520488547,1,0,95,0,95,0,99,1,0
62,256,11698,117317,2.75,5,9,8,0.45842848,4.520488547,0,0,95,0,42,0,57,0,0
21,232,13479,112209,1,2,7,3,0.45842848,4.520488547,0,0,85,0,62,0,60,1,0
30,222,22071,10629,1.75,12,6,14,0.45842848,4.520488547,0,0,39,0,97,0,99,1,1
423,417,13169,5853,4.0833335,1,5,5,0.45842848,4.520488547,0,0,62,0,4,0,60,1,1
47,163,115,7155,4.0833335,5,5,9,0.45842848,4.520488547,0,0,119,0,72,0,1,1,1
47,297,2371,57648,2.3333333,22,11,1,0.45842848,4.520488547,0,0,16,0,62,0,20,1,0
256,48,5867,1578,2.4166667,13,5,15,0.45842848,4.520488547,0,0,64,0,39,0,37,1,1
120,286,17595,8140,5.5,7,5,13,0.45842848,4.520488547,0,0,9,0,62,0,83,1,1
332,222,17899,9806,3.25,11,6,14,0.45842848,4.520488547,0,0,20,0,25,0,85,1,1
358,149,21163,8962,1.9166666,11,6,13,0.45842848,4.520488547,0,0,22,0,4,0,99,1,1
226,416,11621,126882,1.8333334,11,10,13,0.45842848,4.520488547,0,0,82,0,42,0,57,0,0
226,374,11665,125910,4.3333335,4,10,9,0.45842848,4.520488547,0,0,42,0,64,0,57,0,0
332,48,6513,5368,2.5833333,19,5,22,0.45842848,4.520488547,0,0,16,0,30,0,37,1,0
459,293,23512,604,1.9166666,5,5,7,0.45842848,4.520488547,0,0,97,0,5,0,101,1,1
62,323,11700,120282,2.5,5,9,7,0.45842848,4.520488547,0,0,64,0,95,0,57,0,0
226,24,11719,119346,0.6666667,5,9,6,0.45842848,4.520488547,0,0,102,0,24,0,57,0,0
47,63,9361,1057,2,10,5,12,0.45842848,4.520488547,0,0,85,0,99,0,37,1,0
400,123,17593,4450,3,4,5,7,0.45842848,4.520488547,0,0,22,0,9,0,83,1,1
352,315,7408,30676,1.5,23,8,1,0.45842848,4.520488547,0,1,22,0,16,0,37,0,0
190,63,11696,128936,0.75,2,10,3,0.45842848,4.520488547,0,0,0,0,42,0,57,0,0
373,56,7537,9182,1.75,3,6,5,0.45842848,4.520488547,0,0,64,0,62,0,37,1,1
368,72,7154,112020,2.0833333,16,7,18,0.45842848,4.520488547,0,1,1,0,62,0,37,0,0
365,139,8446,3976,1.4166666,10,5,11,0.45842848,4.520488547,0,0,16,0,16,0,37,1,1
55,147,14127,8383,1.3333334,4,6,6,0.45842848,4.520488547,0,0,102,0,62,0,62,1,1
397,416,9033,2137,4.25,0,5,4,0.45842848,4.520488547,0,0,64,0,16,0,37,1,1
380,63,11659,131429,1.5,5,11,6,0.45842848,4.520488547,0,0,16,0,82,0,57,0,0
62,217,18951,26654,1.4166666,16,8,18,0.45842848,4.520488547,0,0,16,0,62,0,91,0,0
226,28,11577,124951,1.25,9,10,10,0.45842848,4.520488547,0,0,62,0,16,0,57,0,0
240,323,15890,2419,2.6666667,3,5,6,0.45842848,4.520488547,0,0,70,0,85,0,67,1,1
1,230,11937,124749,0.6666667,11,10,12,0.45842848,4.520488547,0,0,22,0,89,0,57,0,0
249,97,24248,85805,8.833333,6,2,15,0.45842848,4.520488547,0,0,0,0,0,0,120,1,0
289,417,17732,4596,2.5833333,23,5,1,0.45842848,4.520488547,0,0,117,0,82,0,83,1,0
228,139,16714,1257,1.3333334,8,5,9,0.45842848,4.520488547,0,0,8,0,119,0,73,1,1
136,55,18742,3645,2.6666667,2,5,5,0.45842848,4.520488547,0,0,16,0,16,0,91,1,1
1,230,11587,127008,0.6666667,6,10,6,0.45842848,4.520488547,0,0,87,0,90,0,57,0,0
56,388,13438,57652,6.3333335,23,11,5,0.45842848,4.520488547,0,0,62,0,1,0,60,0,0
226,323,11629,124739,2.6666667,11,10,14,0.45842848,4.520488547,0,0,89,0,87,0,57,0,0
332,366,24591,880,1.4166666,13,5,14,0.45842848,4.520488547,0,0,33,0,1,0,128,1,1
144,416,16146,2970,1.75,7,5,9,0.45842848,4.520488547,0,0,42,0,62,0,67,1,1
27,230,11576,131992,0.5,1,11,1,0.45842848,4.520488547,0,0,24,0,24,0,57,0,0
392,118,17137,9141,1.75,1,6,3,0.45842848,4.520488547,0,0,42,0,42,0,76,1,1
226,74,11641,124088,1.3333334,8,10,9,0.45842848,4.520488547,0,1,22,0,62,0,57,0,0
55,118,11509,90543,1.9166666,16,3,18,0.45842848,4.520488547,0,0,29,0,2,0,56,0,0
68,118,15497,980,1.3333334,3,5,4,0.45842848,4.520488547,0,0,25,0,124,0,67,1,1
289,48,17632,10087,3.1666667,9,6,12,0.45842848,4.520488547,1,0,69,0,93,0,83,1,1
454,416,26527,81640,2.6666667,10,1,12,0.45842848,4.520488547,0,0,43,0,62,0,164,1,0
320,20,2850,6959,1.5833334,12,5,13,0.45842848,4.520488547,0,0,62,0,16,0,32,1,1
143,356,25455,86193,2.6666667,4,2,7,0.45842848,4.520488547,0,0,0,0,0,0,133,1,0
1,230,11722,131386,0.75,3,11,4,0.45842848,4.520488547,0,0,87,0,82,0,57,0,0
226,24,11719,128768,0.5833333,5,10,6,0.45842848,4.520488547,0,0,25,0,16,0,57,0,0
351,323,22461,4840,0,16,5,16,0.45842848,4.520488547,0,0,102,0,102,0,99,1,1
1,230,11629,124391,0.6666667,9,10,9,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
242,416,1251,5625,2.0833333,0,5,2,0.45842848,4.520488547,0,0,97,0,22,0,6,1,1
373,63,182,8220,2.5833333,15,5,17,0.45842848,4.520488547,0,0,16,0,17,0,1,1,1
226,360,11636,126249,1.8333334,12,10,14,0.45842848,4.520488547,0,0,49,0,16,0,57,0,0
320,63,9301,3101,2.8333333,1,5,3,0.45842848,4.520488547,0,0,62,0,16,0,37,1,0
1,230,11936,121871,0.6666667,11,9,12,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
190,63,11690,125425,0.75,2,10,3,0.45842848,4.520488547,0,0,0,0,42,0,57,0,0
145,417,19765,4885,1.5,0,5,1,0.45842848,4.520488547,0,0,16,0,118,0,99,1,0
59,149,12458,4195,2,5,5,7,0.45842848,4.520488547,0,0,64,0,87,0,59,1,1
1,230,11625,116801,0.6666667,9,9,9,0.45842848,4.520488547,0,0,82,0,64,0,57,0,0
226,416,11734,131902,1.75,12,11,13,0.45842848,4.520488547,0,0,16,0,126,0,57,0,0
365,149,13411,10312,1.5833334,2,6,4,0.45842848,4.520488547,0,0,97,0,64,0,60,1,1
27,230,11580,131572,0.5,13,11,13,0.45842848,4.520488547,0,0,82,0,82,0,57,0,0
62,242,11690,126361,1.8333334,4,10,6,0.45842848,4.520488547,0,1,42,0,16,0,57,0,0
423,183,5804,93191,1.1666666,16,4,17,0.45842848,4.520488547,0,0,87,0,16,0,37,0,0
47,405,6815,80526,1.9166666,16,1,18,0.45842848,4.520488547,0,0,20,0,16,0,37,0,0
217,48,22383,7148,2.25,4,5,7,0.45842848,4.520488547,0,0,62,0,119,0,99,1,0
365,230,12640,4698,3.3333333,3,5,7,0.45842848,4.520488547,0,0,3,0,16,0,60,1,1
373,416,21175,5796,2,23,5,1,0.45842848,4.520488547,0,0,85,0,62,0,99,1,1
370,257,8748,1227,2.3333333,5,5,8,0.45842848,4.520488547,0,0,25,0,16,0,37,1,1
393,293,21687,10333,2.0833333,3,6,5,0.45842848,4.520488547,0,0,16,0,16,0,99,1,1
226,323,11582,118712,2.5833333,9,9,11,0.45842848,4.520488547,0,0,87,0,82,0,57,0,0
254,416,654,3650,2.5,3,5,5,0.45842848,4.520488547,0,0,22,0,24,0,1,1,1
365,72,9379,577,1.6666666,4,5,6,0.45842848,4.520488547,0,0,95,0,16,0,37,1,0
217,48,22383,22151,2.25,4,7,7,0.45842848,4.520488547,0,0,25,0,64,0,99,1,0
130,276,24230,85019,1.8333334,23,2,1,0.45842848,4.520488547,0,0,0,0,0,0,117,2,0
22,147,2629,17572,1.6666666,7,6,9,0.45842848,4.520488547,0,0,0,0,42,0,28,1,0
47,222,924,132566,2.8333333,22,11,1,0.45842848,4.520488547,0,0,64,0,70,0,1,0,0
437,286,17766,7081,1.3333334,2,5,3,0.45842848,4.520488547,0,0,64,0,16,0,83,1,1
1,230,11751,130738,0.6666667,8,10,9,0.45842848,4.520488547,0,1,42,0,42,0,57,0,0
332,431,8269,3331,4.1666665,23,5,4,0.45842848,4.520488547,0,0,62,0,44,0,37,1,1
299,366,24281,3751,1.3333334,10,5,11,0.45842848,4.520488547,0,0,117,0,64,0,122,1,1
424,360,8443,2562,1.9166666,12,5,14,0.45842848,4.520488547,0,0,9,0,16,0,37,1,1
1,230,11935,116289,0.6666667,11,9,12,0.45842848,4.520488547,0,0,95,0,85,0,57,0,0
295,363,8419,9333,2,10,6,12,0.45842848,4.520488547,0,0,49,0,16,0,37,1,1
393,242,25576,5026,1.75,9,5,10,0.45842848,4.520488547,0,0,62,0,70,0,140,1,0
146,344,8188,113519,2.5,17,8,19,0.45842848,4.520488547,0,0,119,0,62,0,37,1,0
423,242,5791,94584,1.25,17,4,18,0.45842848,4.520488547,0,1,49,0,44,0,37,0,0
370,118,6436,39610,1.3333334,23,9,1,0.45842848,4.520488547,0,0,16,0,25,0,37,0,0
136,55,18742,4681,2.6666667,2,5,5,0.45842848,4.520488547,0,0,119,0,62,0,91,1,1
259,230,11658,127781,0.6666667,2,10,2,0.45842848,4.520488547,0,0,24,0,98,0,57,0,0
144,48,5716,24005,2.8333333,17,7,20,0.45842848,4.520488547,0,0,95,0,31,0,37,0,0
397,7,8968,87766,1.1666666,16,3,17,0.45842848,4.520488547,0,0,1,1,62,0,37,0,0
97,187,24255,84661,3.8333333,23,2,3,0.45842848,4.520488547,0,0,0,0,0,0,120,2,0
352,293,2379,132835,2.6666667,11,11,14,0.45842848,4.520488547,0,0,66,0,16,0,20,1,0
226,92,15701,121,4.75,5,5,10,0.45842848,4.520488547,0,0,97,0,64,0,67,1,1
27,230,11694,120521,0.5,2,9,2,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
47,300,6002,1333,1.3333334,14,5,16,0.45842848,4.520488547,0,1,117,0,95,0,37,1,1
226,315,11581,121318,2.9166667,8,9,11,0.45842848,4.520488547,0,0,82,0,64,0,57,0,0
381,96,13147,22826,1,1,7,2,0.45842848,4.520488547,0,0,62,2,62,0,60,0,0
62,363,27239,122841,2.1666667,13,9,15,0.45842848,4.520488547,0,0,87,0,16,0,164,1,0
62,48,11696,121517,2.0833333,5,9,7,0.45842848,4.520488547,0,0,85,0,22,0,57,0,0
389,217,12955,429,1.5833334,1,5,2,0.45842848,4.520488547,0,0,89,0,16,0,60,1,1
70,380,13060,16417,2.5,16,6,18,0.45842848,4.520488547,0,1,95,0,24,0,60,0,0
302,360,14968,16100,1,0,6,1,0.45842848,4.520488547,0,0,2,0,95,0,67,0,0
226,315,11581,120850,2.9166667,8,9,11,0.45842848,4.520488547,0,0,16,0,102,0,57,0,0
226,1,11723,127213,0.75,7,10,8,0.45842848,4.520488547,0,0,87,0,42,0,57,0,0
146,363,27079,798,2.3333333,11,5,13,0.45842848,4.520488547,0,0,8,0,97,0,164,1,1
62,48,6191,13150,1.9166666,17,6,19,0.45842848,4.520488547,0,0,90,0,119,0,37,0,0
368,118,18822,8084,2.1666667,3,5,5,0.45842848,4.520488547,0,0,16,0,95,0,91,1,1
370,63,23898,12931,2.1666667,16,6,19,0.45842848,4.520488547,0,1,16,0,95,0,116,0,0
320,390,15407,6499,2.0833333,5,5,8,0.45842848,4.520488547,0,0,62,0,22,0,67,1,1
145,232,5857,7768,1.9166666,13,5,15,0.45842848,4.520488547,0,0,33,0,101,0,37,1,1
397,48,2377,124987,5,12,10,17,0.45842848,4.520488547,0,0,44,0,22,0,20,1,0
320,323,21143,8143,2.25,7,5,10,0.45842848,4.520488547,0,0,62,0,16,0,99,1,1
397,48,2377,125575,5,12,10,17,0.45842848,4.520488547,0,0,62,0,119,0,20,1,0
226,48,6658,8820,1.5833334,4,6,6,0.45842848,4.520488547,0,0,98,0,97,0,37,1,1
202,416,19928,5452,1.1666666,2,5,3,0.45842848,4.520488547,0,0,2,0,49,0,99,1,1
393,242,25576,7496,1.75,9,5,10,0.45842848,4.520488547,0,0,87,0,44,0,140,1,1
115,385,11382,2322,2.5,23,5,2,0.45842848,4.520488547,0,0,95,0,99,0,56,1,1
414,48,4941,10434,1.6666666,6,6,8,0.45842848,4.520488547,0,0,20,0,117,0,32,1,1
146,385,823,7233,2.0833333,10,5,12,0.45842848,4.520488547,0,0,95,0,16,0,1,1,1
226,369,11646,111553,0.5833333,3,7,3,0.45842848,4.520488547,0,0,16,0,16,0,57,0,0
302,366,14122,5852,4.3333335,1,5,6,0.45842848,4.520488547,0,0,2,0,73,0,62,1,1
76,344,5899,86691,2.0833333,17,2,19,0.45842848,4.520488547,0,0,16,0,62,1,37,1,0
423,360,15020,5833,2.75,0,5,3,0.45842848,4.520488547,0,0,62,0,16,0,67,1,1
212,148,17101,8159,1.1666666,8,5,10,0.45842848,4.520488547,0,0,62,0,64,0,76,1,1
62,357,9378,2636,3.5,0,5,3,0.45842848,4.520488547,0,0,28,0,95,0,37,1,1
254,74,25594,2164,2,1,5,3,0.45842848,4.520488547,0,0,16,0,64,0,140,1,1
217,343,22371,101799,3.25,7,5,11,0.45842848,4.520488547,1,0,97,0,2,0,99,1,0
226,366,11630,115722,5.0833335,11,8,16,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
136,380,13759,90578,4.6666665,23,3,3,0.45842848,4.520488547,0,0,16,0,16,0,60,0,0
226,48,11586,121076,1.6666666,8,9,9,0.45842848,4.520488547,0,0,24,0,64,0,57,0,0
27,230,11583,130096,0.5,1,10,1,0.45842848,4.520488547,0,0,87,0,20,0,57,0,0
1,230,11587,127849,0.6666667,6,10,6,0.45842848,4.520488547,0,0,90,0,98,0,57,0,0
176,137,17099,6428,1,2,5,3,0.45842848,4.520488547,0,0,16,0,16,0,76,1,1
414,162,19540,7436,1,5,5,6,0.45842848,4.520488547,0,0,20,0,2,0,99,1,1
412,139,23574,9120,2.4166667,0,6,3,0.45842848,4.520488547,0,0,31,0,16,0,101,1,1
226,315,12225,114538,2.9166667,8,8,11,0.45842848,4.520488547,0,0,16,0,22,0,57,1,0
62,48,11696,127373,2.0833333,5,10,7,0.45842848,4.520488547,0,0,82,0,19,0,57,0,0
226,55,11750,132171,3,8,11,11,0.45842848,4.520488547,0,0,24,0,62,0,57,0,0
459,315,5220,125310,3.25,7,10,11,0.45842848,4.520488547,0,0,25,0,44,0,32,1,0
226,366,11584,122021,3,6,9,9,0.45842848,4.520488547,0,0,16,0,62,0,57,0,0
70,315,4161,7329,2.5833333,0,5,2,0.45842848,4.520488547,0,0,90,0,117,0,32,1,1
420,149,12600,910,1.75,14,5,16,0.45842848,4.520488547,0,0,22,0,8,0,59,1,0
393,118,11383,10876,2.3333333,7,6,9,0.45842848,4.520488547,0,0,122,0,16,0,56,1,1
226,118,11585,129267,2.1666667,8,10,10,0.45842848,4.520488547,0,0,85,0,16,0,57,0,0
226,405,11731,132725,2.0833333,5,11,7,0.45842848,4.520488547,0,0,87,0,24,0,57,0,0
212,297,8397,244,1.1666666,12,5,13,0.45842848,4.520488547,0,0,43,0,20,0,37,1,1
393,343,14443,1429,2.1666667,2,5,4,0.45842848,4.520488547,0,0,97,0,69,0,66,1,1
1,230,11581,127009,0.6666667,6,10,6,0.45842848,4.520488547,0,0,87,0,90,0,57,0,0
55,158,6294,5628,4.75,0,5,5,0.45842848,4.520488547,0,0,22,0,62,0,37,1,1
160,348,7239,7191,1.8333334,7,5,9,0.45842848,4.520488547,0,0,72,0,16,0,37,1,1
242,416,1251,8709,2.0833333,0,6,2,0.45842848,4.520488547,0,0,22,0,99,0,6,1,1
62,256,11698,122252,2.75,5,9,8,0.45842848,4.520488547,0,0,42,0,90,0,57,0,0
1,230,12226,115668,0.6666667,6,8,6,0.45842848,4.520488547,0,0,24,0,16,0,57,1,0
289,123,17593,5181,5.0833335,1,5,7,0.45842848,4.520488547,0,0,62,0,30,0,83,1,1
136,297,16558,1374,3,0,5,3,0.45842848,4.520488547,0,0,16,0,16,0,73,1,1
423,380,12917,61,1.6666666,2,5,3,0.45842848,4.520488547,0,0,3,0,99,0,60,1,1
373,297,24280,3052,1.4166666,22,5,0,0.45842848,4.520488547,0,0,44,0,62,0,122,1,0
320,435,16184,128404,0.9166667,6,10,7,0.45842848,4.520488547,0,0,16,0,0,0,67,1,0
217,254,22171,15380,1,5,6,6,0.45842848,4.520488547,0,0,50,0,0,0,99,1,0
145,217,17100,3447,1.3333334,7,5,8,0.45842848,4.520488547,0,0,69,0,20,0,76,1,1
147,315,21843,4377,1.5833334,23,5,1,0.45842848,4.520488547,0,0,16,0,117,0,99,1,0
115,297,18262,3435,1.25,6,5,7,0.45842848,4.520488547,0,0,16,0,64,0,91,1,1
377,230,11728,126979,0.5833333,4,10,5,0.45842848,4.520488547,0,0,82,0,90,0,57,0,0
46,29,2482,91099,0.6666667,8,3,9,0.45842848,4.520488547,0,0,0,0,0,0,27,2,0
226,315,11727,126841,3,7,10,10,0.45842848,4.520488547,0,0,82,0,126,0,57,0,0
68,297,20542,10185,1.25,14,6,15,0.45842848,4.520488547,0,0,16,0,64,0,99,1,1
1,230,11581,117039,0.6666667,6,9,6,0.45842848,4.520488547,0,0,82,0,24,0,57,0,0
320,343,3462,5888,2.1666667,3,5,5,0.45842848,4.520488547,0,0,64,0,82,0,32,1,1
393,407,23566,7977,1.4166666,12,5,13,0.45842848,4.520488547,0,0,62,0,16,0,101,1,1
413,286,17338,4220,1.75,7,5,9,0.45842848,4.520488547,0,0,62,0,62,0,83,1,1
422,113,12747,6174,0.6666667,3,5,4,0.45842848,4.520488547,0,0,62,0,0,0,60,1,1
383,360,719,9336,3.5,10,6,13,0.45842848,4.520488547,0,0,16,0,95,0,1,1,1
192,300,14744,124127,2,10,10,12,0.45842848,4.520488547,0,0,102,0,16,0,67,1,0
27,230,11958,115345,0.5,2,8,2,0.45842848,4.520488547,0,0,125,0,82,0,57,1,0
27,230,11842,121626,0.5,12,9,13,0.45842848,4.520488547,0,0,85,0,82,0,57,0,0
226,297,11627,126226,2.4166667,11,10,13,0.45842848,4.520488547,0,0,49,0,82,0,57,0,0
397,428,9226,22058,1.25,17,7,18,0.45842848,4.520488547,0,0,62,0,62,0,37,0,0
332,385,15274,5467,2.25,3,5,6,0.45842848,4.520488547,0,0,62,0,44,0,67,1,1
220,347,19411,85977,3.5833333,23,2,3,0.45842848,4.520488547,0,0,0,0,0,0,93,2,0
320,388,9072,29155,3.6666667,19,8,23,0.45842848,4.520488547,0,0,62,0,47,0,37,0,0
70,84,520,10701,1,22,6,23,0.45842848,4.520488547,0,0,25,0,0,0,1,1,1
144,315,2946,4164,1.3333334,3,5,5,0.45842848,4.520488547,0,0,64,0,62,0,32,1,1
1,230,11621,122312,0.6666667,9,9,9,0.45842848,4.520488547,0,0,82,0,16,0,57,0,0
373,217,24305,5022,1.8333334,8,5,10,0.45842848,4.520488547,0,0,16,0,16,0,122,1,0
1,230,11630,122781,0.6666667,9,9,9,0.45842848,4.520488547,0,0,16,0,20,0,57,0,0
400,63,11997,2834,1.5833334,14,5,15,0.45842848,4.520488547,0,0,89,0,28,0,57,1,1
299,28,7087,125389,2.6666667,16,10,19,0.45842848,4.520488547,0,1,5,0,16,0,37,1,0
397,48,2377,126893,5,12,10,17,0.45842848,4.520488547,0,0,51,0,16,0,20,1,0
423,152,13408,6004,1.75,8,5,10,0.45842848,4.520488547,0,0,62,0,49,0,60,1,1
17,449,18045,85089,1.75,8,2,10,0.45842848,4.520488547,0,0,0,0,0,0,90,1,0
136,48,8765,2773,1.1666666,8,5,9,0.45842848,4.520488547,0,0,119,0,117,0,37,1,1
62,363,27097,120948,2,23,9,1,0.45842848,4.520488547,0,0,24,0,16,0,164,1,0
295,163,625,5751,2.8333333,12,5,14,0.45842848,4.520488547,0,0,24,0,62,0,1,1,1
62,300,12059,117704,1.5833334,9,9,11,0.45842848,4.520488547,0,0,97,0,102,0,57,0,0
146,315,16598,8003,2.1666667,14,5,16,0.45842848,4.520488547,1,0,82,0,82,0,73,1,1
414,344,8354,130402,2.75,11,10,14,0.45842848,4.520488547,0,0,43,0,44,0,37,0,0
332,301,5666,90705,2.0833333,18,3,20,0.45842848,4.520488547,0,0,24,0,22,0,37,1,0
423,360,7839,10079,3,8,6,11,0.45842848,4.520488547,0,0,62,0,16,0,37,1,1
1,230,11625,116251,0.6666667,9,9,9,0.45842848,4.520488547,0,0,95,0,85,0,57,0,0
176,323,21254,6384,2.5,23,5,2,0.45842848,4.520488547,0,0,62,0,22,0,99,1,1
226,405,12036,125916,2.0833333,5,10,7,0.45842848,4.520488547,0,0,42,0,95,0,57,0,0
351,417,21720,3245,1.5833334,10,5,12,0.45842848,4.520488547,0,0,62,0,16,0,99,1,1
146,416,19795,5195,2.25,2,5,5,0.45842848,4.520488547,0,0,16,0,87,0,99,1,1
373,363,7197,8664,2,17,6,19,0.45842848,4.520488547,1,0,29,0,95,0,37,1,0
370,300,5828,113514,1.1666666,16,8,17,0.45842848,4.520488547,0,0,75,0,95,0,37,0,0
156,228,17064,85253,1.5833334,4,2,6,0.45842848,4.520488547,0,0,0,0,0,0,74,2,0
228,417,24837,5761,1.4166666,13,5,14,0.45842848,4.520488547,0,0,42,0,95,0,128,1,1
146,63,11865,9606,3.6666667,3,6,7,0.45842848,4.520488547,0,0,90,0,97,0,57,1,1
397,48,2377,128870,5,12,10,17,0.45842848,4.520488547,0,0,1,0,16,0,20,1,0
320,303,26545,120936,2.0833333,22,9,0,0.45842848,4.520488547,0,0,102,0,16,0,164,1,0
160,405,751,6002,3.4166667,8,5,11,0.45842848,4.520488547,0,0,62,0,95,0,1,1,1
70,118,18911,10650,2.4166667,13,6,15,0.45842848,4.520488547,0,0,25,0,95,0,91,1,1
210,388,15962,2700,1.5833334,3,5,4,0.45842848,4.520488547,0,0,1,0,64,0,67,1,1
62,412,23837,6826,1,6,5,7,0.45842848,4.520488547,0,1,82,0,0,0,116,1,1
136,297,24281,1703,3,6,5,9,0.45842848,4.520488547,0,0,119,0,85,0,122,1,0
424,55,7652,3510,2.0833333,11,5,14,0.45842848,4.520488547,0,0,16,0,16,0,37,1,1
